trader_id,side,price,qty
4,Bid,0,6005
0,Bid,0,1398
2,Ask,4816,1400
7,Bid,0,2704
6,Bid,0,1051
4,Bid,0,5577
7,Bid,0,3347
0,Ask,4814,498
3,Bid,0,6647
1,Bid,4814,600
1,Bid,0,4509
9,Bid,4814,1200
0,Bid,0,6717
8,Bid,4814,1000
6,Ask,4814,200
1,Ask,4814,900
2,Bid,0,4150
9,Bid,4814,100
6,Bid,0,4062
9,Ask,4814,100
6,Bid,0,889
9,Bid,0,487
6,Ask,4814,100
9,Bid,4814,1200
3,Ask,4814,1200
8,Bid,0,4972
2,Bid,0,6449
5,Bid,0,6083
3,Bid,4814,200
7,Ask,4814,600
2,Ask,4814,200
6,Bid,4814,100
7,Ask,4814,900
1,Bid,4814,1200
4,Bid,0,2191
1,Bid,0,1609
1,Bid,4814,100
3,Bid,4814,100
0,Ask,4814,100
2,Bid,0,1827
4,Bid,4814,600
8,Bid,4814,1200
1,Ask,4814,500
5,Bid,4814,700
3,Ask,4814,242
3,Ask,4814,100
9,Bid,0,2498
6,Bid,4814,1200
2,Ask,4814,407
5,Bid,0,4495
3,Bid,0,6687
4,Ask,4814,349
2,Bid,0,3892
2,Bid,4814,600
5,Ask,4814,151
1,Bid,4814,100
3,Bid,0,4572
6,Bid,4814,100
1,Ask,4814,100
5,Ask,4814,400
7,Bid,0,4694
4,Bid,4814,100
0,Bid,0,6617
5,Bid,4814,200
2,Bid,0,577
0,Bid,4814,1000
5,Bid,0,1996
6,Bid,0,1984
7,Bid,4815,700
8,Bid,4815,800
9,Bid,0,6943
8,Bid,0,4447
4,Bid,0,6608
1,Bid,0,689
1,Bid,0,1126
6,Bid,4814,100
1,Bid,0,5190
4,Bid,4814,500
3,Bid,4814,100
2,Bid,4814,500
3,Ask,4814,800
1,Ask,4815,500
6,Ask,4815,201
4,Bid,0,942
9,Bid,4815,200
0,Bid,0,6689
2,Bid,0,5778
2,Bid,4815,100
3,Bid,0,5126
7,Bid,0,4136
2,Bid,0,2168
5,Bid,0,563
0,Bid,0,2674
1,Bid,4815,500
9,Bid,4815,150
4,Bid,0,4800
4,Bid,0,2895
6,Ask,4815,1000
6,Bid,4815,106
3,Bid,0,2966
5,Bid,0,4219
3,Bid,4815,100
2,Bid,0,526
1,Bid,0,4020
3,Bid,0,4768
8,Ask,4815,100
9,Ask,4815,100
4,Bid,4815,500
3,Bid,0,428
0,Bid,0,1096
4,Bid,4816,444
7,Bid,4816,1314
7,Bid,0,5033
3,Ask,4816,200
0,Bid,0,4877
7,Bid,0,1444
0,Bid,4816,500
2,Ask,4816,1000
3,Bid,0,3805
9,Bid,4816,500
3,Ask,4816,403
9,Bid,0,3865
9,Bid,4816,100
7,Bid,0,1676
4,Bid,0,392
4,Ask,4816,1000
0,Ask,4816,1000
3,Bid,4817,300
7,Bid,0,6905
4,Bid,0,6832
1,Bid,0,3530
7,Bid,0,1312
7,Ask,4817,100
4,Bid,0,4762
5,Bid,0,5000
1,Bid,0,1970
5,Ask,4817,200
5,Bid,0,1141
9,Bid,4817,250
6,Bid,0,5703
8,Bid,0,360
8,Bid,0,6280
8,Bid,0,7020
6,Bid,4817,300
0,Ask,4817,200
0,Bid,0,935
7,Bid,0,736
1,Ask,4817,500
5,Bid,0,3726
6,Bid,0,3769
9,Bid,0,390
9,Bid,0,6237
4,Bid,0,4145
3,Ask,4816,1000
4,Bid,4816,285
4,Bid,4816,515
2,Ask,4816,785
9,Bid,0,6970
9,Bid,4815,500
9,Bid,0,4166
2,Ask,4815,2000
0,Bid,0,3689
1,Bid,0,2707
4,Bid,0,2615
5,Bid,4816,800
7,Bid,0,2942
3,Ask,4816,2000
8,Ask,4816,1100
9,Bid,0,3030
9,Ask,4816,1000
5,Ask,4816,400
0,Ask,4816,2000
6,Ask,4816,609
1,Ask,4816,100
5,Ask,4816,300
4,Bid,4816,100
7,Bid,0,755
3,Ask,4816,300
8,Bid,0,7059
3,Bid,0,3698
3,Bid,0,183
4,Bid,0,3934
4,Bid,0,1847
3,Bid,0,3915
5,Bid,4816,2200
9,Bid,0,1518
0,Bid,0,3882
3,Bid,4816,100
3,Bid,0,2227
2,Bid,0,5266
5,Bid,0,2886
4,Bid,0,5154
5,Bid,0,3240
1,Ask,4816,1000
2,Ask,4816,1000
2,Bid,4816,6046
0,Ask,4816,600
7,Ask,4816,1000
1,Bid,0,3331
7,Bid,0,5600
7,Ask,4816,100
5,Ask,4816,700
5,Bid,4816,1000
5,Ask,4816,500
3,Bid,0,813
2,Bid,4816,100
9,Bid,0,165
6,Bid,4817,200
1,Ask,4816,400
9,Bid,0,7036
3,Bid,0,3335
7,Bid,0,5304
2,Bid,4816,400
3,Ask,4816,800
7,Bid,0,5536
8,Bid,0,5926
5,Bid,4816,100
7,Bid,0,952
9,Bid,0,5537
5,Ask,4816,100
5,Ask,4816,100
1,Bid,0,3183
8,Bid,4817,500
2,Ask,4817,500
9,Bid,0,3651
2,Bid,0,5119
3,Bid,4817,3500
8,Bid,4817,249
7,Bid,4816,100
2,Bid,4816,3200
4,Ask,4816,1000
6,Bid,0,6825
0,Ask,4816,1000
5,Bid,0,1652
0,Bid,4816,300
3,Bid,0,1822
4,Bid,0,3953
4,Ask,4816,1000
5,Bid,0,6091
7,Ask,4816,200
9,Bid,0,5313
8,Bid,4816,100
8,Bid,0,708
3,Bid,0,3040
6,Ask,4816,100
8,Bid,4816,100
6,Bid,4816,183
1,Bid,0,5912
4,Ask,4816,500
1,Ask,4816,100
7,Bid,0,2272
1,Ask,4816,800
0,Bid,0,5048
1,Bid,0,2720
6,Bid,4816,2105
7,Ask,4816,1403
0,Bid,0,2670
1,Bid,4816,2800
6,Bid,0,5872
0,Ask,4816,205
3,Bid,4816,782
8,Ask,4816,500
9,Bid,0,5244
8,Bid,0,5598
7,Bid,0,3762
4,Bid,0,1182
0,Ask,4816,3100
3,Bid,0,2125
3,Ask,4815,1950
7,Bid,4816,100
2,Bid,4815,2500
9,Bid,4815,2000
1,Bid,4815,1658
3,Ask,4815,2000
3,Bid,4815,5000
2,Bid,0,3556
3,Bid,4815,3500
6,Ask,4815,2000
3,Bid,0,6288
3,Bid,0,733
0,Bid,0,427
0,Bid,0,2656
7,Ask,4815,500
3,Bid,0,2799
9,Ask,4815,200
2,Bid,4815,100
8,Bid,0,2322
6,Bid,0,3781
5,Bid,0,5993
9,Bid,0,4031
2,Bid,4815,100
4,Bid,0,876
9,Bid,4815,500
8,Bid,0,3788
4,Bid,0,1709
3,Ask,4815,500
1,Bid,4815,1000
9,Bid,0,3511
6,Ask,4815,2000
2,Bid,0,7175
8,Bid,0,583
1,Ask,4815,100
1,Ask,4815,100
3,Bid,0,5231
7,Bid,0,2386
8,Bid,0,671
2,Bid,4815,900
3,Bid,0,1784
1,Ask,4815,1000
5,Bid,4815,969
6,Bid,0,3238
1,Bid,0,6505
0,Bid,4815,100
3,Bid,0,3881
8,Ask,4815,100
7,Bid,0,362
1,Bid,0,294
6,Bid,4815,100
5,Bid,0,5504
5,Bid,4815,1000
4,Ask,4815,1000
7,Ask,4815,500
4,Bid,4815,5500
1,Bid,0,1587
7,Ask,4815,100
5,Bid,0,2986
0,Ask,4815,100
5,Ask,4815,100
6,Bid,4815,300
2,Ask,4815,200
6,Bid,0,3174
3,Bid,0,5128
5,Bid,0,4080
8,Bid,0,7067
8,Ask,4815,505
9,Bid,0,3532
9,Bid,0,7193
2,Ask,4815,100
5,Bid,0,5433
5,Bid,0,2135
4,Bid,4815,100
9,Bid,4815,100
6,Bid,4815,1495
7,Bid,0,3207
1,Bid,0,236
4,Bid,0,6992
4,Bid,0,6983
4,Bid,0,4359
0,Bid,0,1273
9,Ask,4816,715
0,Bid,0,1922
9,Ask,4816,1200
6,Bid,4815,100
6,Bid,4815,500
9,Bid,0,4919
5,Bid,0,3454
0,Ask,4816,1200
1,Bid,0,11
2,Bid,4816,1000
9,Ask,4816,400
0,Bid,0,628
1,Bid,0,6555
0,Bid,4816,200
8,Bid,0,679
0,Bid,0,4509
3,Bid,4816,500
0,Bid,0,721
9,Bid,0,743
2,Bid,4816,285
5,Bid,0,3726
8,Bid,4816,715
3,Bid,0,5078
1,Bid,0,6916
2,Ask,4816,515
1,Ask,4816,1000
5,Ask,4816,200
0,Bid,0,5618
6,Bid,0,965
1,Bid,4816,100
1,Bid,4816,500
6,Bid,4817,6500
3,Bid,0,3177
5,Ask,4817,1000
2,Ask,4817,500
8,Bid,4817,500
2,Bid,0,6022
9,Ask,4817,500
9,Bid,0,1694
1,Bid,0,1686
7,Bid,0,2913
0,Bid,0,3255
7,Bid,4817,1000
5,Ask,4817,1000
4,Bid,0,514
9,Bid,0,2831
5,Bid,4817,1000
3,Bid,0,2516
9,Ask,4817,100
6,Ask,4817,1000
1,Bid,0,3260
3,Bid,0,1317
2,Bid,4817,100
1,Bid,4817,1200
8,Bid,0,3653
7,Bid,4817,1500
7,Ask,4817,200
2,Bid,0,213
3,Bid,0,6261
3,Bid,4817,2000
6,Bid,0,5158
5,Ask,4817,2000
6,Bid,4817,1000
1,Bid,4817,1000
3,Ask,4817,1000
4,Ask,4817,1200
0,Bid,4817,200
2,Ask,4817,3000
8,Ask,4817,100
4,Ask,4817,5000
7,Bid,0,4293
4,Ask,4817,1000
0,Bid,0,3470
3,Bid,0,2207
7,Ask,4817,1000
6,Bid,4817,200
6,Bid,0,5272
9,Bid,0,5952
3,Bid,0,3286
2,Bid,4817,200
4,Bid,4817,700
4,Bid,0,5558
4,Bid,0,6274
9,Bid,4817,1658
4,Bid,0,36
9,Bid,0,6122
1,Ask,4817,1339
3,Bid,4817,1000
9,Ask,4817,100
9,Bid,0,6787
8,Ask,4817,500
0,Bid,0,2293
9,Bid,0,138
9,Bid,0,1661
5,Bid,4817,500
3,Bid,0,929
5,Ask,4817,500
2,Bid,0,4849
7,Bid,0,3029
5,Bid,0,2737
3,Bid,0,2109
0,Bid,0,930
2,Bid,0,6458
7,Ask,4817,306
4,Bid,0,3944
8,Bid,4816,1326
7,Ask,4816,166
0,Ask,4816,500
9,Bid,0,1224
5,Bid,4816,666
0,Bid,0,5103
9,Ask,4816,106
5,Bid,4816,100
9,Ask,4816,500
8,Bid,0,2440
7,Bid,4816,1000
5,Bid,0,2581
3,Bid,0,3262
1,Bid,4815,100
6,Bid,0,4331
2,Ask,4815,3000
8,Bid,4815,908
2,Bid,0,4944
4,Ask,4815,1000
5,Bid,0,526
0,Ask,4815,100
2,Bid,0,6085
8,Bid,0,4376
6,Bid,4816,100
8,Ask,4816,100
0,Bid,0,460
4,Bid,0,643
5,Bid,4816,200
0,Bid,0,459
2,Ask,4816,597
2,Bid,4816,100
0,Bid,0,4401
0,Bid,0,6133
3,Ask,4816,1000
5,Ask,4816,108
4,Bid,0,4537
7,Bid,0,5872
7,Ask,4816,900
4,Bid,0,1505
7,Bid,4816,590
0,Bid,0,5059
0,Bid,4816,200
7,Bid,0,2185
9,Bid,0,2471
3,Ask,4816,500
4,Bid,4816,300
9,Bid,0,6516
1,Ask,4816,500
7,Bid,4816,500
8,Ask,4816,1000
0,Bid,0,4937
8,Bid,0,1502
9,Bid,0,1849
1,Bid,4816,200
4,Bid,0,151
9,Bid,0,2972
5,Bid,4816,2000
3,Bid,4816,14282
2,Bid,0,6677
0,Bid,0,4490
8,Ask,4816,100
4,Ask,4816,1200
0,Bid,0,2745
1,Bid,0,4456
7,Bid,0,3521
9,Bid,0,6603
7,Bid,0,6724
9,Ask,4817,100
8,Bid,0,2983
0,Bid,0,3677
6,Bid,4816,300
6,Bid,4816,800
1,Ask,4816,947
7,Bid,0,5532
8,Bid,0,2390
2,Bid,0,4978
4,Bid,0,6218
2,Bid,0,6175
5,Ask,4816,332
2,Ask,4816,603
8,Bid,4816,300
6,Bid,4816,100
3,Bid,0,3839
4,Bid,4816,100
5,Ask,4816,100
3,Bid,4816,775
3,Bid,0,6241
1,Ask,4816,175
9,Bid,0,3542
8,Bid,4816,425
5,Bid,0,4384
4,Bid,0,834
6,Bid,0,4885
3,Ask,4816,200
0,Bid,4816,196
9,Bid,0,4399
2,Ask,4816,381
3,Bid,0,1437
7,Bid,0,7305
6,Bid,4816,500
9,Bid,4816,425
1,Ask,4815,200
9,Bid,0,2483
4,Ask,4815,400
3,Bid,4815,500
4,Bid,0,6057
0,Bid,0,189
8,Ask,4815,1000
8,Ask,4815,1000
8,Bid,4815,2000
4,Ask,4815,2800
7,Ask,4815,200
5,Bid,0,4476
2,Ask,4814,800
6,Bid,4815,1000
2,Ask,4815,300
9,Bid,0,821
5,Bid,0,2799
8,Bid,4814,1200
4,Bid,0,5470
4,Ask,4814,1200
7,Bid,4814,400
5,Bid,4814,800
2,Bid,4814,600
0,Ask,4813,100
4,Bid,4813,1000
4,Ask,4813,1900
8,Bid,0,5724
0,Bid,0,1168
8,Bid,0,6621
7,Ask,4814,100
4,Ask,4814,300
0,Bid,0,1099
1,Bid,4813,100
3,Bid,0,6998
7,Bid,0,5672
3,Bid,4813,2100
8,Bid,0,6638
9,Bid,4813,4000
1,Bid,0,4820
5,Bid,0,6231
5,Bid,0,2423
5,Bid,4813,185
8,Bid,0,8
8,Bid,4813,200
8,Bid,0,5316
8,Bid,0,5372
8,Bid,0,4430
3,Bid,0,6882
9,Bid,0,1393
3,Bid,0,4011
9,Ask,4813,500
7,Bid,0,1254
4,Bid,0,279
2,Bid,4813,500
3,Bid,0,5099
0,Bid,0,3817
7,Bid,4813,100
8,Bid,0,1973
4,Ask,4813,1000
2,Bid,4813,100
1,Bid,0,4953
0,Ask,4813,1000
6,Bid,0,3674
0,Bid,4813,200
1,Ask,4813,500
6,Bid,4812,100
8,Bid,0,429
5,Bid,0,3750
3,Bid,0,5903
2,Bid,0,3402
8,Bid,0,5558
5,Ask,4813,5000
0,Bid,0,1201
8,Bid,0,6189
6,Bid,0,4786
1,Bid,0,5060
8,Bid,0,3318
8,Bid,0,546
0,Ask,4812,600
1,Bid,4812,100
3,Bid,0,4050
3,Bid,0,3390
3,Ask,4812,1168
0,Bid,4812,132
0,Ask,4812,100
2,Bid,0,3590
7,Bid,0,1397
4,Bid,4812,1000
7,Bid,4812,1000
2,Bid,0,7221
4,Bid,0,7558
8,Bid,0,5942
5,Bid,0,3669
5,Bid,0,3633
4,Ask,4812,689
7,Bid,4812,2000
0,Bid,0,2213
7,Ask,4812,500
2,Bid,0,7013
6,Bid,4812,155
9,Bid,0,894
9,Bid,0,4209
9,Bid,0,6200
0,Bid,0,145
7,Ask,4812,1000
6,Bid,0,2388
9,Bid,4812,1000
9,Bid,4812,100
0,Bid,0,3675
0,Bid,0,5761
8,Bid,4812,300
8,Bid,4812,200
2,Bid,0,1904
5,Bid,0,5831
3,Bid,0,5713
6,Bid,0,759
4,Bid,0,2648
4,Bid,0,7094
6,Bid,0,2232
5,Bid,0,1152
2,Bid,4812,500
5,Ask,4811,200
5,Bid,4811,1000
4,Bid,4811,486
0,Bid,4811,514
4,Ask,4811,188
3,Ask,4811,701
9,Bid,0,2972
9,Bid,0,6111
8,Bid,0,4220
5,Ask,4811,100
5,Bid,0,1454
9,Bid,0,2256
7,Ask,4811,1000
3,Bid,0,3058
1,Bid,4811,700
3,Bid,0,2444
4,Ask,4811,100
8,Bid,0,4766
0,Bid,0,1183
8,Bid,0,2652
5,Bid,4811,200
9,Bid,0,1038
1,Ask,4811,1300
6,Bid,0,2574
5,Bid,0,6674
6,Bid,0,5170
1,Bid,4811,100
5,Bid,0,4910
9,Bid,4811,1000
6,Bid,4811,1000
6,Bid,4811,300
9,Bid,0,5385
9,Ask,4811,500
5,Bid,4811,700
9,Bid,4811,500
1,Ask,4811,500
1,Ask,4811,300
1,Ask,4811,200
3,Bid,0,114
9,Bid,4811,100
3,Ask,4811,100
2,Ask,4811,251
0,Bid,0,6676
9,Ask,4811,500
0,Bid,4811,300
1,Ask,4811,600
4,Bid,0,2199
0,Bid,0,423
4,Bid,4811,500
4,Bid,4811,235
5,Bid,4811,965
5,Bid,0,7481
5,Bid,4811,1000
3,Bid,4811,500
8,Bid,0,5944
8,Bid,0,3433
5,Ask,4811,200
3,Bid,4811,200
9,Bid,0,2970
5,Bid,0,4892
9,Bid,0,1155
8,Ask,4812,100
9,Bid,4812,100
6,Bid,0,878
1,Bid,0,6189
7,Bid,4812,1000
7,Bid,0,5431
3,Bid,4812,200
5,Ask,4812,300
5,Bid,0,7591
2,Ask,4812,1000
8,Bid,0,3582
2,Bid,0,5135
8,Bid,0,3726
5,Bid,0,4227
6,Bid,0,47
7,Bid,0,5090
3,Bid,4813,500
8,Bid,4812,100
3,Bid,0,6140
2,Bid,4812,100
1,Bid,0,1624
4,Bid,0,4853
0,Bid,0,5304
8,Bid,4813,200
8,Bid,0,3378
7,Bid,4813,100
2,Bid,0,3850
9,Bid,0,4193
3,Bid,0,2256
1,Bid,4813,200
4,Bid,0,6274
1,Bid,0,3355
9,Bid,4814,500
5,Ask,4814,500
3,Bid,0,7112
7,Bid,0,1622
7,Bid,0,5071
6,Bid,4814,500
0,Bid,0,6769
3,Bid,0,4767
9,Bid,4814,2000
6,Bid,0,7605
9,Ask,4814,100
6,Bid,0,4971
7,Bid,0,1610
4,Ask,4815,3000
8,Bid,4815,1100
6,Bid,4815,1800
6,Bid,4815,3900
8,Bid,0,1428
1,Bid,4815,1300
6,Bid,0,3591
9,Bid,0,4283
1,Bid,0,1954
5,Bid,0,1939
3,Bid,4815,2800
4,Bid,0,6766
0,Bid,0,4692
6,Ask,4814,1212
7,Bid,4814,351
1,Bid,0,1472
9,Bid,0,258
0,Bid,0,6348
2,Bid,0,3193
0,Bid,0,1555
4,Ask,4814,558
8,Bid,0,720
9,Bid,4814,142
4,Bid,0,5105
8,Bid,0,1738
5,Bid,0,176
3,Bid,0,1062
3,Ask,4814,498
8,Bid,0,3224
3,Bid,0,1424
8,Bid,0,1069
4,Bid,0,6687
9,Bid,0,7406
4,Ask,4814,100
0,Bid,0,1458
3,Bid,0,6654
8,Ask,4814,500
8,Ask,4814,500
1,Bid,0,2921
6,Ask,4814,200
8,Bid,0,4407
2,Ask,4814,219
9,Bid,4814,500
2,Ask,4814,619
1,Ask,4813,800
6,Bid,0,5099
5,Bid,0,2068
5,Bid,0,2956
6,Bid,0,6065
6,Ask,4814,200
3,Ask,4814,100
8,Bid,0,1406
2,Bid,0,1958
5,Ask,4814,200
3,Ask,4814,300
6,Bid,0,571
7,Bid,0,6989
9,Bid,4813,4000
3,Ask,4814,498
2,Bid,4814,502
4,Ask,4814,498
6,Bid,0,3600
3,Bid,0,6582
1,Bid,0,6231
2,Bid,0,206
6,Ask,4814,200
9,Bid,0,1549
3,Bid,4814,411
7,Bid,0,6970
2,Bid,0,1377
8,Bid,0,6059
3,Bid,0,5219
1,Ask,4814,500
7,Bid,0,3164
0,Ask,4814,1100
2,Ask,4814,100
4,Ask,4814,500
9,Bid,0,7511
9,Bid,0,5706
5,Ask,4814,500
0,Bid,4815,1000
8,Bid,0,2240
1,Bid,4815,100
5,Bid,4815,100
1,Bid,4815,1500
5,Bid,0,942
8,Bid,0,6212
3,Bid,0,7054
4,Bid,4815,200
2,Bid,0,3444
4,Bid,0,1427
9,Ask,4815,200
1,Bid,0,3767
3,Ask,4815,1500
9,Ask,4815,1500
3,Bid,0,215
9,Ask,4815,500
3,Bid,4815,500
5,Bid,0,5434
8,Ask,4815,300
4,Bid,4815,800
9,Bid,4815,500
4,Ask,4815,300
2,Ask,4815,700
4,Bid,4815,100
3,Bid,0,4511
5,Ask,4815,605
2,Bid,0,6368
5,Bid,0,1426
3,Bid,0,3016
6,Bid,0,5773
4,Bid,0,387
1,Bid,0,4832
0,Bid,0,7725
0,Bid,4814,460
6,Bid,0,177
0,Ask,4815,200
8,Ask,4815,500
5,Bid,0,6510
4,Ask,4815,700
6,Bid,0,908
3,Bid,0,173
4,Bid,4815,800
4,Bid,4815,648
7,Bid,0,5422
8,Ask,4815,100
1,Bid,0,5560
8,Ask,4815,200
5,Bid,4815,200
0,Bid,0,783
9,Bid,0,3550
0,Bid,0,2462
3,Bid,0,3653
1,Ask,4816,300
7,Bid,0,1500
6,Bid,0,599
9,Bid,0,3655
0,Bid,4815,100
2,Bid,4815,100
6,Bid,4816,500
8,Bid,0,5476
3,Bid,0,2444
7,Bid,4816,648
9,Bid,0,6173
6,Bid,0,6404
0,Bid,0,4835
9,Bid,4816,886
8,Bid,0,6719
0,Bid,0,3274
5,Ask,4816,852
6,Bid,0,231
5,Ask,4816,100
5,Bid,0,6120
4,Bid,0,6971
1,Bid,0,6734
3,Ask,4816,500
4,Bid,0,1101
3,Bid,0,1588
6,Ask,4816,500
1,Ask,4816,186
9,Bid,4816,800
8,Bid,4816,100
0,Bid,0,6650
2,Bid,0,7222
8,Ask,4816,100
2,Ask,4816,200
0,Bid,4816,600
8,Bid,0,125
1,Bid,0,3116
8,Bid,4816,300
0,Ask,4816,500
8,Ask,4816,700
9,Ask,4816,100
0,Ask,4816,100
4,Ask,4816,100
1,Bid,4816,100
8,Ask,4816,100
0,Bid,4816,100
4,Bid,4816,200
8,Bid,4816,100
2,Bid,0,2433
7,Ask,4816,200
2,Bid,0,6675
1,Bid,4816,1000
2,Bid,0,2041
3,Bid,0,436
4,Bid,0,5403
7,Ask,4817,500
5,Bid,0,7604
6,Ask,4816,1200
0,Ask,4816,100
0,Ask,4817,300
1,Bid,4817,100
4,Bid,0,3615
3,Bid,0,7142
9,Bid,0,3821
6,Bid,4817,300
9,Bid,0,1476
5,Bid,0,6995
9,Bid,0,5642
2,Ask,4817,200
6,Ask,4817,100
4,Bid,0,2724
0,Bid,4817,100
0,Bid,0,7159
1,Bid,4818,100
2,Bid,0,2076
3,Ask,4817,2456
2,Bid,0,505
0,Bid,0,5277
7,Bid,4817,300
6,Bid,4817,2000
8,Ask,4817,100
0,Ask,4817,2000
0,Bid,4817,1000
6,Bid,0,4267
7,Bid,4817,100
9,Bid,4817,100
0,Bid,4817,100
0,Ask,4817,200
7,Bid,4817,500
7,Bid,0,5703
2,Bid,4817,100
9,Ask,4817,1900
3,Ask,4817,300
0,Bid,4817,300
0,Ask,4817,100
0,Ask,4817,100
2,Bid,0,4177
9,Bid,0,5185
7,Ask,4817,600
0,Bid,0,1556
4,Bid,0,7710
9,Bid,0,1656
7,Bid,0,7921
3,Bid,0,4474
3,Ask,4817,400
1,Bid,0,7515
8,Bid,4817,800
4,Bid,0,7242
5,Ask,4817,400
1,Bid,4817,1500
4,Bid,0,2191
2,Bid,4817,100
1,Ask,4817,100
8,Bid,0,914
5,Ask,4817,400
0,Bid,0,3255
7,Bid,0,150
7,Bid,4817,1200
0,Ask,4817,1000
5,Bid,4817,2000
6,Bid,0,1722
1,Ask,4817,1000
6,Bid,4817,100
4,Ask,4817,300
4,Bid,4817,100
0,Bid,0,6071
6,Bid,0,6750
7,Ask,4817,100
9,Bid,0,1835
7,Bid,4817,100
0,Bid,0,1864
0,Ask,4817,700
5,Bid,0,3447
8,Bid,0,6512
3,Ask,4817,200
7,Bid,0,3116
6,Ask,4817,300
4,Bid,0,3253
5,Ask,4817,1000
5,Bid,4817,100
6,Bid,0,5454
8,Bid,0,400
0,Bid,0,3400
8,Ask,4816,1000
8,Bid,0,4483
4,Bid,0,821
7,Bid,0,2723
5,Bid,0,2104
7,Ask,4816,700
0,Bid,4816,200
6,Bid,4816,148
4,Bid,0,1943
1,Bid,0,2283
5,Bid,0,3068
0,Bid,0,7890
9,Bid,0,3114
0,Bid,0,3806
0,Bid,0,1738
8,Bid,0,2253
0,Bid,4815,3500
0,Bid,4815,1000
8,Ask,4815,2000
2,Ask,4815,1200
8,Bid,0,3837
9,Bid,0,4138
0,Ask,4815,1500
0,Ask,4815,300
1,Ask,4815,1000
8,Bid,0,3778
8,Bid,0,2652
6,Bid,4815,800
2,Bid,4815,1400
5,Bid,0,3291
2,Ask,4814,100
7,Ask,4814,348
8,Bid,4814,100
8,Bid,0,2620
3,Bid,0,4381
5,Bid,4814,2000
3,Ask,4814,10000
0,Ask,4814,100
2,Bid,0,4413
2,Bid,0,1320
0,Ask,4814,300
7,Ask,4815,500
9,Ask,4814,2000
6,Bid,0,928
1,Bid,0,286
6,Bid,0,7120
1,Ask,4814,1800
5,Bid,0,3020
1,Bid,0,576
9,Ask,4814,1000
1,Bid,4814,500
6,Bid,0,3273
0,Bid,4813,6500
6,Bid,4813,600
0,Bid,0,2552
5,Bid,0,3843
2,Bid,4813,600
0,Bid,4813,100
1,Bid,0,5246
8,Bid,4813,497
1,Bid,0,2506
6,Bid,0,7637
8,Ask,4813,900
4,Bid,4813,100
1,Bid,4813,100
7,Bid,4813,300
2,Bid,0,4267
8,Bid,0,3754
5,Bid,0,2691
1,Bid,0,6000
1,Bid,0,4858
0,Bid,4813,200
5,Bid,0,5420
3,Ask,4813,2800
0,Bid,0,6899
9,Ask,4813,797
3,Bid,0,5453
6,Bid,0,7692
8,Bid,4813,367
7,Bid,4813,100
3,Bid,4813,200
0,Bid,0,6610
7,Ask,4813,500
6,Bid,4813,2000
1,Bid,0,4618
8,Bid,0,7852
7,Bid,0,5197
8,Bid,4813,700
9,Bid,0,4010
1,Ask,4813,500
6,Bid,0,663
8,Bid,0,5949
6,Bid,4813,100
5,Ask,4813,400
4,Ask,4813,500
0,Bid,4813,100
5,Bid,0,2179
0,Ask,4814,600
4,Bid,0,2569
3,Ask,4814,700
9,Bid,0,591
6,Bid,0,1984
4,Ask,4814,400
4,Bid,4814,650
0,Bid,0,16
6,Ask,4814,300
9,Ask,4814,400
4,Bid,4814,300
5,Bid,0,2181
1,Bid,0,6417
0,Bid,0,6807
8,Bid,0,3611
9,Bid,0,6
5,Bid,0,7684
8,Bid,0,1818
3,Bid,4813,400
6,Bid,0,3507
1,Bid,4813,1000
9,Ask,4813,100
5,Bid,0,6794
1,Bid,0,4758
8,Bid,4813,100
6,Bid,0,4843
9,Bid,0,4173
1,Bid,0,5744
0,Bid,0,1800
0,Bid,0,7416
2,Bid,4814,1000
2,Bid,4814,1000
6,Bid,0,1210
0,Bid,0,1196
4,Bid,4814,1216
5,Bid,4814,100
6,Bid,0,6985
1,Ask,4814,398
7,Bid,0,2829
9,Ask,4814,1200
7,Bid,0,6976
0,Bid,0,326
3,Bid,0,4679
9,Bid,0,5514
1,Bid,4814,1000
8,Bid,4814,701
3,Ask,4815,100
4,Ask,4815,200
7,Bid,0,4979
7,Bid,0,191
4,Bid,0,381
9,Bid,4816,300
6,Bid,0,5616
8,Bid,4816,200
4,Bid,0,6445
8,Bid,4816,250
0,Bid,0,4659
1,Bid,0,4248
0,Ask,4817,3200
0,Ask,4817,3200
0,Bid,0,5126
0,Bid,0,4822
4,Bid,0,508
1,Bid,0,2746
9,Bid,4817,2000
8,Ask,4817,1000
9,Bid,4817,1000
1,Bid,0,7754
4,Bid,0,3992
7,Bid,4817,2000
5,Bid,4817,1000
9,Bid,0,6933
5,Ask,4817,1000
8,Bid,0,5259
9,Bid,0,3631
0,Bid,4816,1000
9,Ask,4816,500
1,Ask,4817,1000
0,Bid,0,3342
6,Ask,4817,400
0,Bid,4816,1000
7,Bid,0,5358
3,Bid,0,2416
1,Bid,4816,2000
3,Bid,0,3777
6,Bid,4816,2000
0,Ask,4816,1000
9,Ask,4816,1800
7,Ask,4816,300
8,Bid,0,5256
5,Bid,0,1127
5,Bid,4817,200
0,Ask,4816,285
4,Bid,0,7474
3,Bid,4816,500
1,Ask,4816,2000
9,Bid,0,5301
3,Bid,0,6774
1,Bid,0,4882
0,Bid,0,6674
9,Bid,0,2291
2,Bid,0,6959
8,Bid,0,6484
2,Ask,4816,500
0,Bid,0,156
7,Bid,4816,2000
1,Ask,4816,2000
4,Bid,0,7094
5,Bid,4816,3000
